timestamp,timestamp_readable,soil_moisture,temperature,humidity,light,last_irrigated,time_since_irrigation,irrigation_needed,irrigation_event,minutes,moisture_drop_rate
45996.48464,05-12-2025 11:37,57.43,30.8,70.3,23,04-12-2025 12:06,1411,0,0,3,-0.3167
45996.48672,05-12-2025 11:40,57.7,30.8,70,24,04-12-2025 12:06,1414,0,0,3,0.09
45996.48881,05-12-2025 11:43,58.15,30.8,69.5,22,04-12-2025 12:06,1417,0,0,3,0.15
45996.49089,05-12-2025 11:46,57.52,30.9,69.5,22,04-12-2025 12:06,1420,0,0,3,-0.21
45996.49297,05-12-2025 11:49,57.34,31,69.2,22,04-12-2025 12:06,1423,0,0,3,-0.06
45996.49506,05-12-2025 11:52,57.57,31.1,68.9,20,04-12-2025 12:06,1426,0,0,3,0.0767
45996.49714,05-12-2025 11:55,57.39,31.2,68.6,20,04-12-2025 12:06,1429,0,0,3,-0.06
45996.49922,05-12-2025 11:58,56.76,31.2,68.6,22,04-12-2025 12:06,1432,0,0,3,-0.21
45996.50131,05-12-2025 12:01,56.04,31.3,68.4,21,04-12-2025 12:06,1435,0,0,3,-0.24
45996.50339,05-12-2025 12:04,56.13,31.3,68.2,22,04-12-2025 12:06,1438,0,0,3,0.03
45996.50547,05-12-2025 12:07,56.17,31.4,68,21,04-12-2025 12:06,1441,0,0,3,0.0133
45996.50756,05-12-2025 12:10,55.99,31.5,67.7,22,04-12-2025 12:06,1444,0,0,3,-0.06
45996.50964,05-12-2025 12:13,55.95,31.6,67.6,22,04-12-2025 12:06,1447,0,0,3,-0.0133
45996.51172,05-12-2025 12:16,56.13,31.7,67.3,21,04-12-2025 12:06,1450,0,0,3,0.06
45996.51381,05-12-2025 12:19,56.89,31.6,67.4,22,04-12-2025 12:06,1453,0,0,3,0.2533
45996.51589,05-12-2025 12:22,56.89,31.7,67.3,22,04-12-2025 12:06,1456,0,0,3,0
45996.51797,05-12-2025 12:25,57.61,31.8,67.1,21,04-12-2025 12:06,1459,0,0,3,0.24
45996.52006,05-12-2025 12:28,58.2,31.8,66.8,21,04-12-2025 12:06,1462,0,0,3,0.1967
45996.52214,05-12-2025 12:31,57.43,31.8,66.8,22,04-12-2025 12:06,1465,0,0,3,-0.2567
45996.52422,05-12-2025 12:34,57.66,31.9,66.6,23,04-12-2025 12:06,1468,0,0,3,0.0767
45996.52631,05-12-2025 12:37,56.62,31.9,66.6,21,04-12-2025 12:06,1471,0,0,3,-0.3467
45996.52839,05-12-2025 12:40,57.57,32,66.3,22,04-12-2025 12:06,1474,0,0,3,0.3167
45996.53047,05-12-2025 12:43,58.6,32.1,66.2,21,04-12-2025 12:06,1477,0,0,3,0.3433
45996.53256,05-12-2025 12:46,57.3,32.2,66,21,04-12-2025 12:06,1480,0,0,3,-0.4333
45996.53464,05-12-2025 12:49,56.98,32.3,65.8,22,04-12-2025 12:06,1483,0,0,3,-0.1067
45996.53672,05-12-2025 12:52,57.84,32.3,65.7,22,04-12-2025 12:06,1486,0,0,3,0.2867
45996.53881,05-12-2025 12:55,57.61,32.4,65.5,22,04-12-2025 12:06,1489,0,0,3,-0.0767
45996.54089,05-12-2025 12:58,57.57,32.4,65.6,22,04-12-2025 12:06,1492,0,0,3,-0.0133
45996.54297,05-12-2025 13:01,57.25,32.4,65.6,23,04-12-2025 12:06,1495,0,0,3,-0.1067
45996.54506,05-12-2025 13:04,56.62,32.5,65.6,21,04-12-2025 12:06,1498,0,0,3,-0.21
45996.54714,05-12-2025 13:07,57.43,32.5,65.5,22,04-12-2025 12:06,1501,0,0,3,0.27
45996.54922,05-12-2025 13:10,57.97,32.5,65.3,22,04-12-2025 12:06,1504,0,0,3,0.18
45996.55131,05-12-2025 13:13,58.06,32.6,65.2,23,04-12-2025 12:06,1507,0,0,3,0.03
45996.55339,05-12-2025 13:16,57.21,32.6,65.3,22,04-12-2025 12:06,1510,0,0,3,-0.2833
45996.55547,05-12-2025 13:19,57.12,32.6,65.1,22,04-12-2025 12:06,1513,0,0,3,-0.03
45996.55756,05-12-2025 13:22,57.75,32.6,65.1,24,04-12-2025 12:06,1516,0,0,3,0.21
45996.55964,05-12-2025 13:25,57.7,32.5,65.1,24,04-12-2025 12:06,1519,0,0,3,-0.0167
45996.56172,05-12-2025 13:28,57.61,32.5,65,22,04-12-2025 12:06,1522,0,0,3,-0.03
45996.56381,05-12-2025 13:31,58.69,32.5,65,22,04-12-2025 12:06,1525,0,0,3,0.36
45996.56589,05-12-2025 13:34,59.28,32.5,64.9,22,04-12-2025 12:06,1528,0,0,3,0.1967
45996.56797,05-12-2025 13:37,59.05,32.5,64.9,24,04-12-2025 12:06,1531,0,0,3,-0.0767
45996.57006,05-12-2025 13:40,58.51,32.5,64.9,25,04-12-2025 12:06,1534,0,0,3,-0.18
45996.57214,05-12-2025 13:43,57.57,32.4,64.9,26,04-12-2025 12:06,1537,0,0,3,-0.3133
45996.57422,05-12-2025 13:46,57.97,32.4,64.9,25,04-12-2025 12:06,1540,0,0,3,0.1333
45996.57631,05-12-2025 13:49,56.31,32.3,65,26,04-12-2025 12:06,1543,0,0,3,-0.5533
45996.57839,05-12-2025 13:52,56.98,32.2,65.1,27,04-12-2025 12:06,1546,0,0,3,0.2233
45996.58047,05-12-2025 13:55,56.94,32.2,65.1,25,04-12-2025 12:06,1549,0,0,3,-0.0133
45996.58256,05-12-2025 13:58,56.17,32.1,65.4,26,04-12-2025 12:06,1552,0,0,3,-0.2567
45996.58464,05-12-2025 14:01,56.08,32,65.6,25,04-12-2025 12:06,1555,0,0,3,-0.03
45996.58672,05-12-2025 14:04,57.07,31.8,65.8,26,04-12-2025 12:06,1558,0,0,3,0.33
45996.58881,05-12-2025 14:07,56.62,31.7,66.1,26,04-12-2025 12:06,1561,0,0,3,-0.15
45996.59089,05-12-2025 14:10,56.89,31.6,66.4,25,04-12-2025 12:06,1564,0,0,3,0.09
45996.59297,05-12-2025 14:13,56.49,31.5,66.6,25,04-12-2025 12:06,1567,0,0,3,-0.1333
45996.59506,05-12-2025 14:16,56.98,31.4,67,25,04-12-2025 12:06,1570,0,0,3,0.1633
45996.59714,05-12-2025 14:19,56.17,31.3,67.3,26,04-12-2025 12:06,1573,0,0,3,-0.27
45996.59922,05-12-2025 14:22,56.13,31.3,67.6,26,04-12-2025 12:06,1576,0,0,3,-0.0133
45996.60131,05-12-2025 14:25,56.71,31.1,68,25,04-12-2025 12:06,1579,0,0,3,0.1933
45996.60339,05-12-2025 14:28,56.4,31.1,68.2,26,04-12-2025 12:06,1582,0,0,3,-0.1033
45996.60547,05-12-2025 14:31,55.99,31,68.5,26,04-12-2025 12:06,1585,0,0,3,-0.1367
45996.60756,05-12-2025 14:34,56.89,30.9,68.9,26,04-12-2025 12:06,1588,0,0,3,0.3
45996.60964,05-12-2025 14:37,56.04,30.8,69.2,25,04-12-2025 12:06,1591,0,0,3,-0.2833
45996.61172,05-12-2025 14:40,55.45,30.7,69.5,26,04-12-2025 12:06,1594,0,0,3,-0.1967
45996.61381,05-12-2025 14:43,54.82,30.7,69.8,25,04-12-2025 12:06,1597,0,0,3,-0.21
45996.61589,05-12-2025 14:46,54.68,30.6,70.1,25,04-12-2025 12:06,1600,0,0,3,-0.0467
45996.61797,05-12-2025 14:49,55.18,30.5,70.3,26,04-12-2025 12:06,1603,0,0,3,0.1667
45996.62007,05-12-2025 14:52,55.41,30.4,70.6,25,04-12-2025 12:06,1606,0,0,3,0.0767
45996.62215,05-12-2025 14:55,54.91,30.4,70.9,25,04-12-2025 12:06,1609,0,0,3,-0.1667
45996.62424,05-12-2025 14:58,54.77,30.3,71.2,25,04-12-2025 12:06,1612,0,0,3,-0.0467
45996.62632,05-12-2025 15:01,55.09,30.3,71.3,26,04-12-2025 12:06,1615,0,0,3,0.1067
45996.6284,05-12-2025 15:04,56.17,30.2,71.5,27,04-12-2025 12:06,1618,0,0,3,0.36
45996.63049,05-12-2025 15:07,56.49,30.1,71.7,27,04-12-2025 12:06,1621,0,0,3,0.1067
45996.63257,05-12-2025 15:10,55.59,30.1,71.8,26,04-12-2025 12:06,1624,0,0,3,-0.3
45996.63465,05-12-2025 15:13,55.68,30.1,72,25,04-12-2025 12:06,1627,0,0,3,0.03
45996.63674,05-12-2025 15:16,56.08,30,72.1,27,04-12-2025 12:06,1630,0,0,3,0.1333
45996.63882,05-12-2025 15:19,56.08,30,72.3,26,04-12-2025 12:06,1633,0,0,3,0
45996.6409,05-12-2025 15:22,57.3,29.9,72.4,25,04-12-2025 12:06,1636,0,0,3,0.4067
45996.64299,05-12-2025 15:25,57.84,29.9,72.5,25,04-12-2025 12:06,1639,0,0,3,0.18
45996.64507,05-12-2025 15:28,56.98,29.9,72.7,25,04-12-2025 12:06,1642,0,0,3,-0.2867
45996.64715,05-12-2025 15:31,58.74,29.8,72.8,25,04-12-2025 12:06,1645,0,0,3,0.5867
45996.64924,05-12-2025 15:34,57.75,29.8,72.9,26,04-12-2025 12:06,1648,0,0,3,-0.33
45996.65132,05-12-2025 15:37,57.48,29.7,73,25,04-12-2025 12:06,1651,0,0,3,-0.09
45996.6534,05-12-2025 15:40,57.34,29.7,73.1,25,04-12-2025 12:06,1654,0,0,3,-0.0467
45996.65549,05-12-2025 15:43,56.76,29.7,73.2,26,04-12-2025 12:06,1657,0,0,3,-0.1933
45996.65757,05-12-2025 15:46,56.98,29.6,73.3,26,04-12-2025 12:06,1660,0,0,3,0.0733
45996.65965,05-12-2025 15:49,57.25,29.6,73.4,25,04-12-2025 12:06,1663,0,0,3,0.09
45996.66174,05-12-2025 15:52,57.88,29.6,73.4,26,04-12-2025 12:06,1666,0,0,3,0.21
45996.66382,05-12-2025 15:55,58.47,29.6,73.4,25,04-12-2025 12:06,1669,0,0,3,0.1967
45996.6659,05-12-2025 15:58,57.79,29.6,73.5,26,04-12-2025 12:06,1672,0,0,3,-0.2267
45996.66799,05-12-2025 16:01,58.87,29.6,73.5,26,04-12-2025 12:06,1675,0,0,3,0.36
45996.67007,05-12-2025 16:04,57.84,29.5,73.5,27,04-12-2025 12:06,1678,0,0,3,-0.3433
45996.67215,05-12-2025 16:07,57.07,29.6,73.5,26,04-12-2025 12:06,1681,0,0,3,-0.2567
45996.67424,05-12-2025 16:10,57.57,29.6,73.6,25,04-12-2025 12:06,1684,0,0,3,0.1667
45996.67632,05-12-2025 16:13,56.4,29.5,73.6,24,04-12-2025 12:06,1687,0,0,3,-0.39
45996.6784,05-12-2025 16:16,56.62,29.5,73.7,25,04-12-2025 12:06,1690,0,0,3,0.0733
45996.68049,05-12-2025 16:19,56.4,29.6,73.8,25,04-12-2025 12:06,1693,0,0,3,-0.0733
45996.68257,05-12-2025 16:22,56.17,29.6,73.8,26,04-12-2025 12:06,1696,0,0,3,-0.0767
45996.68465,05-12-2025 16:25,57.07,29.6,73.8,25,04-12-2025 12:06,1699,0,0,3,0.3
45996.68674,05-12-2025 16:28,56.89,29.6,73.9,27,04-12-2025 12:06,1702,0,0,3,-0.06
45996.68882,05-12-2025 16:31,57.25,29.6,73.9,26,04-12-2025 12:06,1705,0,0,3,0.12
45996.6909,05-12-2025 16:34,57.21,29.6,74,26,04-12-2025 12:06,1708,0,0,3,-0.0133
45996.69299,05-12-2025 16:37,57.48,29.6,74,26,04-12-2025 12:06,1711,0,0,3,0.09
45996.69507,05-12-2025 16:40,57.7,29.6,74.1,26,04-12-2025 12:06,1714,0,0,3,0.0733
45996.69715,05-12-2025 16:43,56.8,29.6,74.1,26,04-12-2025 12:06,1717,0,0,3,-0.3
45996.69924,05-12-2025 16:46,56.62,29.6,74.2,27,04-12-2025 12:06,1720,0,0,3,-0.06
45996.70132,05-12-2025 16:49,56.62,29.6,74.2,28,04-12-2025 12:06,1723,0,0,3,0
45996.7034,05-12-2025 16:52,56.85,29.6,74.3,27,04-12-2025 12:06,1726,0,0,3,0.0767
45996.70549,05-12-2025 16:55,57.34,29.6,74.3,27,04-12-2025 12:06,1729,0,0,3,0.1633
45996.70757,05-12-2025 16:58,57.07,29.6,74.3,28,04-12-2025 12:06,1732,0,0,3,-0.09
45996.70965,05-12-2025 17:01,56.76,29.6,74.4,28,04-12-2025 12:06,1735,0,0,3,-0.1033
45996.71174,05-12-2025 17:04,56.44,29.6,74.4,27,04-12-2025 12:06,1738,0,0,3,-0.1067
45996.71382,05-12-2025 17:07,56.62,29.6,74.4,27,04-12-2025 12:06,1741,0,0,3,0.06
45996.7159,05-12-2025 17:10,56.58,29.6,74.4,29,04-12-2025 12:06,1744,0,0,3,-0.0133
45996.71799,05-12-2025 17:13,57.03,29.6,74.4,27,04-12-2025 12:06,1747,0,0,3,0.15
45996.72007,05-12-2025 17:16,56.53,29.6,74.4,29,04-12-2025 12:06,1750,0,0,3,-0.1667
45996.72215,05-12-2025 17:19,56.67,29.6,74.5,29,04-12-2025 12:06,1753,0,0,3,0.0467
45996.72424,05-12-2025 17:22,57.7,29.7,74.5,29,04-12-2025 12:06,1756,0,0,3,0.3433
45996.72632,05-12-2025 17:25,57.39,29.7,74.7,37,04-12-2025 12:06,1759,0,0,3,-0.1033
45996.7284,05-12-2025 17:28,58.06,29.7,74.6,28,04-12-2025 12:06,1762,0,0,3,0.2233
45996.73049,05-12-2025 17:31,57.57,29.7,74.4,31,04-12-2025 12:06,1765,0,0,3,-0.1633
45996.73257,05-12-2025 17:34,56.44,29.7,74.1,31,04-12-2025 12:06,1768,0,0,3,-0.3767
45996.78972,05-12-2025 18:57,55.59,29.3,75.9,4095,04-12-2025 12:06,1851,0,0,83,-0.0102
45996.79181,05-12-2025 19:00,55.86,29.5,75.3,4095,04-12-2025 12:06,1854,0,0,3,0.09
45996.79389,05-12-2025 19:03,55.27,29.4,75.3,4095,04-12-2025 12:06,1857,0,0,3,-0.1967
45996.79597,05-12-2025 19:06,54.01,29.5,75.2,4095,04-12-2025 12:06,1860,0,0,3,-0.42
45996.79806,05-12-2025 19:09,54.01,29.4,75.2,4095,04-12-2025 12:06,1863,0,0,3,0
45996.80014,05-12-2025 19:12,53.33,29.5,75.2,4095,04-12-2025 12:06,1866,0,0,3,-0.2267
45997.49302,06-12-2025 11:49,34.5,31.3,66.7,22,04-12-2025 12:06,2863,0,0,997,-0.0189
45997.4951,06-12-2025 11:52,34.64,31.3,66.7,19,04-12-2025 12:06,2866,0,0,3,0.0467
45997.49719,06-12-2025 11:55,34.86,31.7,64.1,25,04-12-2025 12:06,2869,0,0,3,0.0733
45997.49927,06-12-2025 11:58,34.77,31.8,64.2,25,04-12-2025 12:06,2872,0,0,3,-0.03
45997.50135,06-12-2025 12:01,35.14,31.2,66.3,20,04-12-2025 12:06,2875,0,0,3,0.1233
45997.50344,06-12-2025 12:04,34.41,31.5,64.5,24,04-12-2025 12:06,2878,0,0,3,-0.2433
45997.50552,06-12-2025 12:07,34.95,31.5,64.6,20,04-12-2025 12:06,2881,0,0,3,0.18
45997.5076,06-12-2025 12:10,34.77,31.4,64.1,39,04-12-2025 12:06,2884,0,0,3,-0.06
45997.50969,06-12-2025 12:13,34.86,31.4,63.9,20,04-12-2025 12:06,2887,0,0,3,0.03
45997.51177,06-12-2025 12:16,35.36,31.5,63.9,20,04-12-2025 12:06,2890,0,0,3,0.1667
45997.51385,06-12-2025 12:19,34.28,31.5,64,24,04-12-2025 12:06,2893,0,0,3,-0.36
45997.51594,06-12-2025 12:22,34.28,31.5,64.1,25,04-12-2025 12:06,2896,0,0,3,0
45997.51802,06-12-2025 12:25,34.32,31.6,64.1,24,04-12-2025 12:06,2899,0,0,3,0.0133
45997.5201,06-12-2025 12:28,33.87,31.7,63.8,21,04-12-2025 12:06,2902,0,0,3,-0.15
45997.52219,06-12-2025 12:31,34.68,31.6,63.5,23,04-12-2025 12:06,2905,0,0,3,0.27
45997.52427,06-12-2025 12:34,33.92,31.6,63.3,25,04-12-2025 12:06,2908,0,0,3,-0.2533
45997.52635,06-12-2025 12:37,34.19,31.6,63,24,04-12-2025 12:06,2911,0,0,3,0.09
45997.52844,06-12-2025 12:40,34.28,31.7,62.7,23,04-12-2025 12:06,2914,0,0,3,0.03
45997.53052,06-12-2025 12:43,34.1,31.7,62.8,24,04-12-2025 12:06,2917,0,0,3,-0.06
45997.5326,06-12-2025 12:46,34.19,31.8,62.6,25,04-12-2025 12:06,2920,0,0,3,0.03
45997.53469,06-12-2025 12:49,34.23,31.8,62.6,24,04-12-2025 12:06,2923,0,0,3,0.0133
45997.53677,06-12-2025 12:52,34.41,31.8,62.7,25,04-12-2025 12:06,2926,0,0,3,0.06
45997.53885,06-12-2025 12:55,34.05,31.7,62.8,25,04-12-2025 12:06,2929,0,0,3,-0.12
45997.54094,06-12-2025 12:58,34.77,31.6,62.9,24,04-12-2025 12:06,2932,0,0,3,0.24
45997.54302,06-12-2025 13:01,34.91,31.6,63.1,25,04-12-2025 12:06,2935,0,0,3,0.0467
45997.5451,06-12-2025 13:04,34.14,31.7,63.2,24,04-12-2025 12:06,2938,0,0,3,-0.2567
45997.54719,06-12-2025 13:07,34.82,31.7,63.3,23,04-12-2025 12:06,2941,0,0,3,0.2267
45997.54927,06-12-2025 13:10,35.09,31.7,63.4,24,04-12-2025 12:06,2944,0,0,3,0.09
45997.55135,06-12-2025 13:13,35.23,31.7,63.5,23,04-12-2025 12:06,2947,0,0,3,0.0467
45997.55344,06-12-2025 13:16,33.87,31.7,63.7,24,04-12-2025 12:06,2950,0,0,3,-0.4533
45997.55552,06-12-2025 13:19,34.5,31.7,63.8,24,04-12-2025 12:06,2953,0,0,3,0.21
45997.5576,06-12-2025 13:22,33.74,31.7,63.9,23,04-12-2025 12:06,2956,0,0,3,-0.2533
45997.55969,06-12-2025 13:25,33.87,31.7,64.2,24,04-12-2025 12:06,2959,0,0,3,0.0433
45997.56177,06-12-2025 13:28,33.83,31.6,64.6,25,04-12-2025 12:06,2962,0,0,3,-0.0133
45997.56385,06-12-2025 13:31,33.2,31.6,65,24,04-12-2025 12:06,2965,0,0,3,-0.21
45997.56594,06-12-2025 13:34,33.6,31.6,65.4,25,04-12-2025 12:06,2968,0,0,3,0.1333
45997.56802,06-12-2025 13:37,33.56,31.6,65.8,24,04-12-2025 12:06,2971,0,0,3,-0.0133
45997.5701,06-12-2025 13:40,33.33,31.6,66.1,24,04-12-2025 12:06,2974,0,0,3,-0.0767
45997.57219,06-12-2025 13:43,33.65,31.5,66.5,24,04-12-2025 12:06,2977,0,0,3,0.1067
45997.57427,06-12-2025 13:46,33.65,31.4,66.9,25,04-12-2025 12:06,2980,0,0,3,0
45997.57635,06-12-2025 13:49,34.05,31.3,67.2,25,04-12-2025 12:06,2983,0,0,3,0.1333
45997.57844,06-12-2025 13:52,33.83,31.3,67.6,24,04-12-2025 12:06,2986,0,0,3,-0.0733
45997.58052,06-12-2025 13:55,33.33,31.2,68,25,04-12-2025 12:06,2989,0,0,3,-0.1667
45997.5826,06-12-2025 13:58,34.01,31.2,68.4,23,04-12-2025 12:06,2992,0,0,3,0.2267
45997.58469,06-12-2025 14:01,34.19,31.1,68.8,24,04-12-2025 12:06,2995,0,0,3,0.06
45997.58677,06-12-2025 14:04,33.74,31,69.2,25,04-12-2025 12:06,2998,0,0,3,-0.15
45997.58885,06-12-2025 14:07,32.48,30.9,69.5,25,04-12-2025 12:06,3001,0,0,3,-0.42
45997.59094,06-12-2025 14:10,32.39,30.8,69.8,24,04-12-2025 12:06,3004,0,0,3,-0.03
45997.59302,06-12-2025 14:13,32.34,30.7,70.1,24,04-12-2025 12:06,3007,0,0,3,-0.0167
45997.5951,06-12-2025 14:16,32.39,30.7,70.4,25,04-12-2025 12:06,3010,0,0,3,0.0167
45997.59719,06-12-2025 14:19,32.48,30.6,70.7,25,04-12-2025 12:06,3013,0,0,3,0.03
45997.59927,06-12-2025 14:22,32.12,30.6,71,24,04-12-2025 12:06,3016,0,0,3,-0.12
45997.60135,06-12-2025 14:25,31.8,30.5,71.3,24,04-12-2025 12:06,3019,0,0,3,-0.1067
45997.60344,06-12-2025 14:28,32.48,30.5,71.5,25,04-12-2025 12:06,3022,0,0,3,0.2267
45997.60552,06-12-2025 14:31,32.43,30.4,71.7,25,04-12-2025 12:06,3025,0,0,3,-0.0167
45997.6076,06-12-2025 14:34,31.85,30.3,71.9,24,04-12-2025 12:06,3028,0,0,3,-0.1933
45997.60969,06-12-2025 14:37,31.49,30.3,72.2,26,04-12-2025 12:06,3031,0,0,3,-0.12
45997.61177,06-12-2025 14:40,31.4,30.3,72.3,25,04-12-2025 12:06,3034,0,0,3,-0.03
45997.61385,06-12-2025 14:43,32.34,30.3,72.5,25,04-12-2025 12:06,3037,0,0,3,0.3133
45997.61594,06-12-2025 14:46,32.7,30.3,72.6,25,04-12-2025 12:06,3040,0,0,3,0.12
45997.61802,06-12-2025 14:49,31.89,30.2,72.8,25,04-12-2025 12:06,3043,0,0,3,-0.27
45997.6201,06-12-2025 14:52,31.76,30.2,72.9,25,04-12-2025 12:06,3046,0,0,3,-0.0433
45997.62219,06-12-2025 14:55,31.98,30.2,73,25,04-12-2025 12:06,3049,0,0,3,0.0733
45997.62427,06-12-2025 14:58,31.53,30.1,73.1,24,04-12-2025 12:06,3052,0,0,3,-0.15
45997.62635,06-12-2025 15:01,31.94,30.1,73.2,24,04-12-2025 12:06,3055,0,0,3,0.1367
45997.62844,06-12-2025 15:04,31.13,30.1,73.3,25,04-12-2025 12:06,3058,0,0,3,-0.27
45997.63052,06-12-2025 15:07,32.57,30,73.3,24,04-12-2025 12:06,3061,0,0,3,0.48
45997.6326,06-12-2025 15:10,31.26,30,73.3,24,04-12-2025 12:06,3064,0,0,3,-0.4367
45997.63469,06-12-2025 15:13,31.17,30,73.4,24,04-12-2025 12:06,3067,0,0,3,-0.03
45997.63677,06-12-2025 15:16,31.35,30,73.4,24,04-12-2025 12:06,3070,0,0,3,0.06
45997.63885,06-12-2025 15:19,31.22,30,73.4,25,04-12-2025 12:06,3073,0,0,3,-0.0433
45997.64094,06-12-2025 15:22,30.9,30,73.5,25,04-12-2025 12:06,3076,0,0,3,-0.1067
45997.64302,06-12-2025 15:25,31.76,30,73.5,25,04-12-2025 12:06,3079,0,0,3,0.2867
45997.6451,06-12-2025 15:28,31.94,30,73.5,25,04-12-2025 12:06,3082,0,0,3,0.06
45997.64719,06-12-2025 15:31,31.71,30,73.6,25,04-12-2025 12:06,3085,0,0,3,-0.0767
45997.64927,06-12-2025 15:34,31.44,30,73.6,26,04-12-2025 12:06,3088,0,0,3,-0.09
45997.65135,06-12-2025 15:37,31.26,30,73.6,26,04-12-2025 12:06,3091,0,0,3,-0.06
45997.65344,06-12-2025 15:40,31.31,29.9,73.7,26,04-12-2025 12:06,3094,0,0,3,0.0167
45997.65552,06-12-2025 15:43,31.08,30,73.8,24,04-12-2025 12:06,3097,0,0,3,-0.0767
45997.6576,06-12-2025 15:46,31.17,30,73.8,25,04-12-2025 12:06,3100,0,0,3,0.03
45997.65969,06-12-2025 15:49,31.22,30,73.9,26,04-12-2025 12:06,3103,0,0,3,0.0167
45997.66177,06-12-2025 15:52,30.63,30,74,26,04-12-2025 12:06,3106,0,0,3,-0.1967
45997.66385,06-12-2025 15:55,30.41,29.9,74,24,04-12-2025 12:06,3109,0,0,3,-0.0733
45997.66594,06-12-2025 15:58,31.13,29.9,74,25,04-12-2025 12:06,3112,0,0,3,0.24
45997.66802,06-12-2025 16:01,30.9,29.9,74.1,24,04-12-2025 12:06,3115,0,0,3,-0.0767
45997.6701,06-12-2025 16:04,30.99,29.9,74.1,25,04-12-2025 12:06,3118,0,0,3,0.03
45997.67219,06-12-2025 16:07,31.08,29.9,74.2,25,04-12-2025 12:06,3121,0,0,3,0.03
45997.67427,06-12-2025 16:10,30.45,29.9,74.2,26,04-12-2025 12:06,3124,0,0,3,-0.21
45997.67635,06-12-2025 16:13,30.45,29.9,74.2,27,04-12-2025 12:06,3127,0,0,3,0
45997.67844,06-12-2025 16:16,30.5,29.9,74.3,26,04-12-2025 12:06,3130,0,0,3,0.0167
45997.68052,06-12-2025 16:19,30.54,29.9,74.3,25,04-12-2025 12:06,3133,0,0,3,0.0133
45997.6826,06-12-2025 16:22,30.68,29.9,74.4,25,04-12-2025 12:06,3136,0,0,3,0.0467
45997.68469,06-12-2025 16:25,29.87,29.9,74.4,26,04-12-2025 12:06,3139,0,0,3,-0.27
45997.68677,06-12-2025 16:28,30.59,29.8,74.5,25,04-12-2025 12:06,3142,0,0,3,0.24
45997.68885,06-12-2025 16:31,30.45,29.8,74.5,24,04-12-2025 12:06,3145,0,0,3,-0.0467
45997.69094,06-12-2025 16:34,30.63,29.9,74.6,25,04-12-2025 12:06,3148,0,0,3,0.06
45997.69302,06-12-2025 16:37,30.32,29.9,74.6,26,04-12-2025 12:06,3151,0,0,3,-0.1033
45997.6951,06-12-2025 16:40,30.27,29.8,74.7,25,04-12-2025 12:06,3154,0,0,3,-0.0167
45997.69719,06-12-2025 16:43,30,29.8,74.7,25,04-12-2025 12:06,3157,0,0,3,-0.09
45997.69927,06-12-2025 16:46,29.5,29.8,74.8,26,04-12-2025 12:06,3160,0,0,3,-0.1667
45997.70135,06-12-2025 16:49,30.32,29.8,74.8,25,04-12-2025 12:06,3163,0,0,3,0.2733
45997.70344,06-12-2025 16:52,30.14,29.8,74.9,26,04-12-2025 12:06,3166,0,0,3,-0.06
45997.70553,06-12-2025 16:55,29.87,29.8,75,26,04-12-2025 12:06,3169,0,0,3,-0.09
45997.70762,06-12-2025 16:58,29.91,29.8,75,26,04-12-2025 12:06,3172,0,0,3,0.0133
45997.7097,06-12-2025 17:01,29.19,29.8,75.1,25,04-12-2025 12:06,3175,0,0,3,-0.24
45997.71178,06-12-2025 17:04,29.42,29.8,75.2,25,04-12-2025 12:06,3178,0,0,3,0.0767
45997.71387,06-12-2025 17:07,29.5,29.8,75.2,25,04-12-2025 12:06,3181,0,0,3,0.0267
45997.71595,06-12-2025 17:10,29.37,29.8,75.3,24,04-12-2025 12:06,3184,0,0,3,-0.0433
45997.71803,06-12-2025 17:13,28.87,29.8,75.3,25,04-12-2025 12:06,3187,0,0,3,-0.1667
45997.72012,06-12-2025 17:16,27.89,29.9,74.8,76,04-12-2025 12:06,3190,0,0,3,-0.3267
45997.7222,06-12-2025 17:19,27.6,29.8,75,67,04-12-2025 12:06,3193,0,0,3,-0.0967
45997.72428,06-12-2025 17:22,26.89,29.8,75,71,04-12-2025 12:06,3196,0,0,3,-0.2367
45997.72637,06-12-2025 17:25,27.5,29.9,74.9,64,04-12-2025 12:06,3199,0,0,3,0.2033
45997.72845,06-12-2025 17:28,26.56,29.8,74.8,64,04-12-2025 12:06,3202,0,0,3,-0.3133
45997.73053,06-12-2025 17:31,28.23,29.8,74.8,75,04-12-2025 12:06,3205,0,0,3,0.5567
45997.73262,06-12-2025 17:34,27.67,29.8,74.9,65,04-12-2025 12:06,3208,0,0,3,-0.1867
45997.7347,06-12-2025 17:37,26.7,29.8,74.9,4095,04-12-2025 12:06,3211,0,0,3,-0.3233
45997.73678,06-12-2025 17:40,26.45,29.8,75,4095,04-12-2025 12:06,3214,0,0,3,-0.0833
45997.73887,06-12-2025 17:43,27.9,29.8,75.1,4095,04-12-2025 12:06,3217,0,0,3,0.4833
45998.48675,07-12-2025 11:40,20.33,29.7,63.05,22,04-12-2025 12:06,4294,0,0,1077,-0.007
45998.48883,07-12-2025 11:43,19.95,30.07,63.16,24,04-12-2025 12:06,4297,0,0,3,-0.1267
45998.49091,07-12-2025 11:46,19.81,30.03,63,20,04-12-2025 12:06,4300,0,0,3,-0.0467
45998.493,07-12-2025 11:49,19.33,30.18,63.16,26,04-12-2025 12:06,4303,0,0,3,-0.16
45998.49508,07-12-2025 11:52,20.04,29.52,63.11,21,04-12-2025 12:06,4306,0,0,3,0.2367
