soil_moisture,temperature,humidity,light,time_since_irrigation,irrigation_needed,moisture_drop_rate
17.36,30.07,68.81,20,4471,0,-0.3
16.57,30.23,68.83,23,4474,0,-0.2633
17.78,30.16,68.99,26,4477,0,0.4033
17.01,29.75,68.95,20,4480,0,-0.2567
17.22,30.61,69.4,25,4483,0,0.07
17.49,29.73,68.96,23,4486,0,0.09
17.64,30.65,69.11,21,4489,0,0.05
17.16,29.78,69.52,22,4492,0,-0.16
17.24,29.58,69.52,20,4495,0,0.0267
18.11,30.54,69.57,22,4498,0,0.29
16.88,29.88,69.65,23,4501,0,-0.41
16.65,30.09,69.73,25,4504,0,-0.0767
17.12,29.75,69.98,22,4507,0,0.1567
17.01,29.66,69.57,21,4510,0,-0.0367
16.93,30.23,70.11,24,4513,0,-0.0267
16.74,29.92,70.14,23,4516,0,-0.0633
16.99,29.95,70.39,25,4519,0,0.0833
16.39,29.6,70.38,25,4522,0,-0.2
16.41,29.54,70.54,20,4525,0,0.0067
17.32,29.73,70.43,26,4528,0,0.3033
16.6,30.19,70.7,26,4531,0,-0.24
15.96,30.41,70.57,25,4534,0,-0.2133
15.64,30.87,70.54,20,4537,0,-0.1067
16.43,30.03,70.88,20,4540,0,0.2633
16.35,30.14,71.32,20,4543,0,-0.0267
16.24,29.57,71.18,20,4546,0,-0.0367
16.26,30.36,71.27,22,4549,0,0.0067
16.27,30.09,71.04,21,4552,0,0.0033
16.25,29.59,71.03,21,4555,0,-0.0067
17.02,30.84,71.55,26,4558,0,0.2567
16.34,30.58,71.4,21,4561,0,-0.2267
16.06,30.07,71.39,20,4564,0,-0.0933
15.77,30.12,72.16,21,4567,0,-0.0967
15.88,30.36,71.87,25,4570,0,0.0367
15.92,30.77,72.15,25,4573,0,0.0133
16.17,30.1,72.1,26,4576,0,0.0833
15.63,29.73,71.98,25,4579,0,-0.18
14.56,29.88,71.96,20,4582,1,-0.3567
15.99,30.14,72.19,24,4585,0,0.4767
16.11,30.44,71.86,26,4588,0,0.04
15.52,30.15,72.48,20,4591,0,-0.1967
16.04,29.9,72.6,22,4594,0,0.1733
16.02,29.9,72.44,25,4597,0,-0.0067
16.06,29.76,73.03,26,4600,0,0.0133
15.46,29.3,72.94,23,4603,0,-0.2
15.41,29.43,73.02,22,4606,0,-0.0167
15.63,28.99,73.12,22,4609,0,0.0733
15.8,29.86,73.15,21,4612,0,0.0567
15.48,30.01,73.39,22,4615,0,-0.1067
15.21,30.66,73.67,24,4618,0,-0.09
14.96,30.85,73.01,24,4621,1,-0.0833
16.52,30.28,73.38,21,4624,0,0.52
14.39,29.74,73.68,24,4627,1,-0.71
14.73,29.8,73.69,24,4630,1,0.1133
15.06,29.59,73.75,23,4633,0,0.11
15.57,29.66,73.59,26,4636,0,0.17
15.47,29.79,73.97,24,4639,0,-0.0333
7.97,30.69,63.26,21,5667,1,-0.0073
8.43,29.9,63.35,20,5670,1,0.1533
7.95,29.7,63.43,21,5673,1,-0.16
6.98,29.67,63.34,17,5676,1,-0.3233
8.21,29.64,63.41,20,5679,1,0.41
7.96,30.67,64.15,21,5682,1,-0.0833
7.95,30.99,63.0,24,5685,1,-0.0033
7.65,30.97,63.34,21,5688,1,-0.1
6.63,30.87,63.44,22,5691,1,-0.34
7.88,30.07,63.56,18,5694,1,0.4167
7.95,30.4,63.86,17,5697,1,0.0233
7.85,30.06,63.91,20,5700,1,-0.0333
7.93,29.76,64.77,17,5703,1,0.0267
7.87,30.74,64.49,23,5706,1,-0.02
7.89,30.79,65.26,22,5709,1,0.0067
7.9,30.04,64.66,15,5712,1,0.0033
7.84,30.99,65.54,16,5715,1,-0.02
7.79,30.31,64.55,16,5718,1,-0.0167
7.93,30.56,65.06,20,5721,1,0.0467
7.8,30.06,64.35,18,5724,1,-0.0433
7.8,30.08,64.11,21,5727,1,0.0
7.79,30.81,65.45,17,0,1,-0.0033
9.3,30.67,64.78,16,3,1,0.5033
8.94,29.63,65.5,19,6,1,-0.12
10.27,30.1,65.91,21,9,1,0.4433
13.43,30.77,65.42,20,12,1,1.0533
11.8,30.84,66.06,24,15,1,-0.5433
13.38,29.6,66.13,19,18,1,0.5267
14.44,29.73,65.92,15,21,1,0.3533
14.4,30.88,65.23,19,24,1,-0.0133
15.09,30.62,66.01,20,27,0,0.23
13.95,30.74,65.93,15,30,1,-0.38
18.02,30.22,66.57,18,33,0,1.3567
15.29,29.56,66.31,18,36,0,-0.91
20.15,30.19,66.03,23,39,0,1.62
24.65,29.98,66.54,15,42,0,1.5
21.3,30.07,65.89,19,45,0,-1.1167
22.7,29.65,65.95,20,48,0,0.4667
27.39,30.47,66.9,16,51,0,1.5633
29.64,30.42,65.83,17,54,0,0.75
28.22,29.98,66.34,15,57,0,-0.4733
30.63,29.55,66.66,15,60,0,0.8033
34.05,30.51,67.27,15,63,0,1.14
36.15,30.49,66.46,21,66,0,0.7
32.45,29.77,66.53,22,69,0,-1.2333
36.4,30.5,67.38,21,72,0,1.3167
35.7,30.99,68.22,22,75,0,-0.2333
35.65,30.71,67.71,16,78,0,-0.0167
39.87,29.74,67.87,23,81,0,1.4067
39.3,29.52,68.85,18,84,0,-0.19
38.75,29.95,68.44,18,87,0,-0.1833
40.5,30.01,67.69,18,90,0,0.5833
41.96,30.61,68.32,17,93,0,0.4867
48.34,30.23,68.46,17,96,0,2.1267
43.6,30.29,68.16,22,99,0,-1.58
51.13,30.1,68.63,19,102,0,2.51
48.6,30.91,69.16,22,105,0,-0.8433
47.9,30.06,68.88,19,108,0,-0.2333
50.21,30.05,69.2,21,111,0,0.77
50.7,30.81,68.64,16,114,0,0.1633
53.4,30.05,69.07,19,117,0,0.9
52.4,30.11,68.46,23,120,0,-0.3333
49.9,30.3,69.04,20,123,0,-0.8333
56.32,30.43,68.78,21,126,0,2.14
59.8,30.84,70.27,23,129,0,1.16
61.6,30.0,68.74,18,132,0,0.6
63.6,29.53,69.77,22,135,0,0.6667
62.4,29.57,70.21,16,138,0,-0.4
65.98,30.83,70.33,24,141,0,1.1933
65.42,30.43,69.8,24,144,0,-0.1867
68.04,30.84,71.45,18,147,0,0.8733
68.16,30.39,70.41,21,150,0,0.04
69.9,30.5,70.25,21,153,0,0.58
68.77,30.25,70.08,22,156,0,-0.3767
69.19,31.8,63.3,16,159,0,0.14
69.86,31.9,63.9,16,162,0,0.2233
71.35,32.1,63.2,17,165,0,0.4967
71.71,31.9,63.8,10,168,0,0.12
71.89,31.8,64.5,15,171,0,0.06
71.26,32.0,64.8,15,174,0,-0.21
72.03,31.7,65.7,15,177,0,0.2567
71.98,32.0,64.7,14,180,0,-0.0167
71.31,32.1,64.5,16,183,0,-0.2233
71.67,32.2,64.3,15,186,0,0.12
71.85,32.2,64.2,15,189,0,0.06
71.49,32.3,64.1,15,192,0,-0.12
72.25,32.3,64.1,15,195,0,0.2533
72.39,32.3,64.2,15,198,0,0.0467
71.85,32.3,64.3,15,201,0,-0.18
72.25,32.3,64.4,15,204,0,0.1333
72.16,32.3,64.4,16,207,0,-0.03
71.26,32.2,64.4,15,210,0,-0.3
72.16,32.2,64.4,15,213,0,0.3
71.89,32.2,64.5,15,216,0,-0.09
71.76,32.2,64.5,16,219,0,-0.0433
71.44,32.2,64.5,16,222,0,-0.1067
71.4,32.2,64.5,15,225,0,-0.0133
72.21,32.2,64.6,16,228,0,0.27
71.94,32.1,64.6,16,231,0,-0.09
72.25,32.1,64.6,16,234,0,0.1033
71.35,32.0,64.6,16,237,0,-0.3
70.99,32.0,64.6,16,240,0,-0.12
72.43,31.9,64.6,16,243,0,0.48
72.07,31.8,64.6,17,246,0,-0.12
71.49,31.8,64.7,16,249,0,-0.1933
70.99,31.7,64.7,16,252,0,-0.1667
72.16,31.7,64.7,16,255,0,0.39
71.44,31.6,64.7,17,258,0,-0.24
71.17,31.5,64.8,16,261,0,-0.09
71.8,31.4,64.8,16,264,0,0.21
72.25,31.3,64.9,17,267,0,0.15
71.71,31.3,65.0,16,270,0,-0.18
72.66,31.2,65.0,16,273,0,0.3167
71.76,31.1,65.1,16,276,0,-0.3
72.39,31.1,65.2,16,279,0,0.21
72.21,31.0,65.2,16,282,0,-0.06
72.34,31.0,65.3,16,285,0,0.0433
71.58,30.9,65.4,16,288,0,-0.2533
72.12,30.8,65.5,17,291,0,0.18
71.67,30.8,65.6,17,294,0,-0.15
72.25,30.7,65.7,17,297,0,0.1933
71.53,30.7,65.8,17,300,0,-0.24
71.53,30.6,65.9,17,303,0,0.0
72.48,30.5,66.0,16,306,0,0.3167
71.85,30.4,66.1,17,309,0,-0.21
72.07,30.4,66.2,17,312,0,0.0733
71.89,30.3,66.3,17,315,0,-0.06
72.07,30.3,66.5,17,318,0,0.06
71.89,30.2,66.6,17,321,0,-0.06
71.53,30.2,66.7,16,324,0,-0.12
72.57,30.1,66.8,17,327,0,0.3467
72.52,30.1,67.0,16,330,0,-0.0167
72.07,30.0,67.1,17,333,0,-0.15
71.85,30.0,67.2,17,336,0,-0.0733
71.58,29.9,67.3,17,339,0,-0.09
71.76,29.9,67.4,16,342,0,0.06
72.16,29.9,67.6,16,345,0,0.1333
71.94,29.8,67.7,17,348,0,-0.0733
72.16,29.8,67.8,17,351,0,0.0733
72.57,29.8,67.9,17,354,0,0.1367
72.48,29.8,68.0,16,357,0,-0.03
72.75,29.8,68.2,17,360,0,0.09
71.8,29.7,68.3,16,363,0,-0.3167
71.67,29.8,68.4,17,366,0,-0.0433
72.39,29.8,68.5,17,369,0,0.24
72.39,29.8,68.6,17,372,0,0.0
72.03,29.8,68.8,17,375,0,-0.12
72.43,29.8,68.9,17,378,0,0.1333
72.34,29.9,70.0,17,381,0,-0.03
71.94,30.0,70.4,4095,384,0,-0.1333
72.79,30.0,70.4,4095,387,0,0.2833
72.16,30.0,70.5,4095,390,0,-0.21
72.66,30.0,70.5,4095,393,0,0.1667
71.8,30.0,72.5,4095,396,0,-0.2867
71.8,30.0,73.4,4095,399,0,0.0
71.98,30.0,73.9,4095,402,0,0.06
